Source,Date,Mean
GISTEMP,1947-04,0.04
GCAG,1947-03,-0.0175
GISTEMP,1947-03,0.05
GCAG,1947-02,-0.0860
GISTEMP,1947-02,-0.06
GCAG,1947-01,-0.1956
GISTEMP,1947-01,-0.1
GCAG,1946-12,-0.2722
GISTEMP,1946-12,-0.28
GCAG,1946-11,-0.0174
GISTEMP,1946-11,-0.02
GCAG,1946-10,-0.0124
GISTEMP,1946-10,-0.05
GCAG,1946-09,-0.0252
GISTEMP,1946-09,-0.02
GCAG,1946-08,-0.0722
GISTEMP,1946-08,-0.09
GCAG,1946-07,-0.0413
GISTEMP,1946-07,-0.08
GCAG,1946-06,-0.1104
GISTEMP,1946-06,-0.16
GCAG,1946-05,-0.0337
GISTEMP,1946-05,-0.03
GCAG,1946-04,0.1722
GISTEMP,1946-04,0.11
GCAG,1946-03,-0.0060
GISTEMP,1946-03,0.0
GCAG,1946-02,0.0864
GISTEMP,1946-02,0.06
GCAG,1946-01,0.2207
GISTEMP,1946-01,0.15
GCAG,1945-12,-0.0525
GISTEMP,1945-12,-0.09
GCAG,1945-11,0.1942
GISTEMP,1945-11,0.1
GCAG,1945-10,0.2597
GISTEMP,1945-10,0.23
GCAG,1945-09,0.2552
GISTEMP,1945-09,0.22
GCAG,1945-08,0.3533
GISTEMP,1945-08,0.26
GCAG,1945-07,0.1655
GISTEMP,1945-07,0.08
GCAG,1945-06,0.1408
GISTEMP,1945-06,0.04
GCAG,1945-05,0.1714
GISTEMP,1945-05,0.11
GCAG,1945-04,0.2785
GISTEMP,1945-04,0.24
GCAG,1945-03,0.1095
GISTEMP,1945-03,0.11
GCAG,1945-02,0.0136
GISTEMP,1945-02,0.05
GCAG,1945-01,0.1548
GISTEMP,1945-01,0.15
GCAG,1944-12,0.0951
GISTEMP,1944-12,0.08
GCAG,1944-11,0.1444
GISTEMP,1944-11,0.13
GCAG,1944-10,0.3167
GISTEMP,1944-10,0.28
GCAG,1944-09,0.3841
GISTEMP,1944-09,0.32
GCAG,1944-08,0.2687
GISTEMP,1944-08,0.23
GCAG,1944-07,0.3109
GISTEMP,1944-07,0.23
GCAG,1944-06,0.3348
GISTEMP,1944-06,0.23
GCAG,1944-05,0.2615
GISTEMP,1944-05,0.27
GCAG,1944-04,0.2649
GISTEMP,1944-04,0.27
GCAG,1944-03,0.3608
GISTEMP,1944-03,0.35
GCAG,1944-02,0.2993
GISTEMP,1944-02,0.32
GCAG,1944-01,0.4269
GISTEMP,1944-01,0.42
GCAG,1943-12,0.3616
GISTEMP,1943-12,0.28
GCAG,1943-11,0.2497
GISTEMP,1943-11,0.26
GCAG,1943-10,0.3124
GISTEMP,1943-10,0.31
GCAG,1943-09,0.1435
GISTEMP,1943-09,0.12
GCAG,1943-08,0.0979
GISTEMP,1943-08,0.03
GCAG,1943-07,0.1862
GISTEMP,1943-07,0.15
GCAG,1943-06,0.0238
GISTEMP,1943-06,0.01
GCAG,1943-05,0.1343
GISTEMP,1943-05,0.11
GCAG,1943-04,0.1731
GISTEMP,1943-04,0.14
GCAG,1943-03,0.0756
GISTEMP,1943-03,0.02
GCAG,1943-02,0.1680
GISTEMP,1943-02,0.22
GCAG,1943-01,-0.0300
GISTEMP,1943-01,0.0
GCAG,1942-12,0.1460
GISTEMP,1942-12,0.13
GCAG,1942-11,0.1646
GISTEMP,1942-11,0.13
GCAG,1942-10,0.1447
GISTEMP,1942-10,0.07
GCAG,1942-09,0.1124
GISTEMP,1942-09,0.0
GCAG,1942-08,0.0385
GISTEMP,1942-08,-0.02
GCAG,1942-07,0.0766
GISTEMP,1942-07,0.02
GCAG,1942-06,0.2064
GISTEMP,1942-06,0.11
GCAG,1942-05,0.1617
GISTEMP,1942-05,0.14
GCAG,1942-04,0.1878
GISTEMP,1942-04,0.13
GCAG,1942-03,0.1729
GISTEMP,1942-03,0.11
GCAG,1942-02,0.0991
GISTEMP,1942-02,0.06
GCAG,1942-01,0.2998
GISTEMP,1942-01,0.28
GCAG,1941-12,0.2065
GISTEMP,1941-12,0.15
GCAG,1941-11,0.2188
GISTEMP,1941-11,0.13
GCAG,1941-10,0.3121
GISTEMP,1941-10,0.25
GCAG,1941-09,0.0852
GISTEMP,1941-09,0.03
GCAG,1941-08,0.1721
GISTEMP,1941-08,0.15
GCAG,1941-07,0.2051
GISTEMP,1941-07,0.16
GCAG,1941-06,0.1619
GISTEMP,1941-06,0.05
GCAG,1941-05,0.2427
GISTEMP,1941-05,0.1
GCAG,1941-04,0.2206
GISTEMP,1941-04,0.11
GCAG,1941-03,0.1031
GISTEMP,1941-03,0.06
GCAG,1941-02,0.2297
GISTEMP,1941-02,0.22
GCAG,1941-01,0.1784
GISTEMP,1941-01,0.12
GCAG,1940-12,0.2709
GISTEMP,1940-12,0.2
GCAG,1940-11,0.1005
GISTEMP,1940-11,0.13
GCAG,1940-10,0.1036
GISTEMP,1940-10,0.08
GCAG,1940-09,0.1480
GISTEMP,1940-09,0.13
GCAG,1940-08,0.0959
GISTEMP,1940-08,0.02
GCAG,1940-07,0.1479
GISTEMP,1940-07,0.11
GCAG,1940-06,0.1066
GISTEMP,1940-06,0.06
GCAG,1940-05,0.0558
GISTEMP,1940-05,0.07
GCAG,1940-04,0.1291
GISTEMP,1940-04,0.16
GCAG,1940-03,0.0664
GISTEMP,1940-03,0.12
GCAG,1940-02,0.0517
GISTEMP,1940-02,0.06
GCAG,1940-01,-0.1209
GISTEMP,1940-01,-0.13
GCAG,1939-12,0.4114
GISTEMP,1939-12,0.41
GCAG,1939-11,0.0491
GISTEMP,1939-11,0.06
GCAG,1939-10,-0.0384
GISTEMP,1939-10,-0.02
GCAG,1939-09,0.0146
GISTEMP,1939-09,0.01
GCAG,1939-08,0.0597
GISTEMP,1939-08,-0.04
GCAG,1939-07,0.0076
GISTEMP,1939-07,-0.05
GCAG,1939-06,-0.0100
GISTEMP,1939-06,-0.07
GCAG,1939-05,-0.0344
GISTEMP,1939-05,-0.06
GCAG,1939-04,-0.1283
GISTEMP,1939-04,-0.12
GCAG,1939-03,-0.1868
GISTEMP,1939-03,-0.19
GCAG,1939-02,-0.1071
GISTEMP,1939-02,-0.11
GCAG,1939-01,-0.1618
GISTEMP,1939-01,-0.12
GCAG,1938-12,-0.2544
GISTEMP,1938-12,-0.23
GCAG,1938-11,0.0045
GISTEMP,1938-11,0.03
GCAG,1938-10,0.0715
GISTEMP,1938-10,0.13
GCAG,1938-09,0.0308
GISTEMP,1938-09,0.04
GCAG,1938-08,-0.0170
GISTEMP,1938-08,-0.04
GCAG,1938-07,-0.0483
GISTEMP,1938-07,-0.08
GCAG,1938-06,-0.0918
GISTEMP,1938-06,-0.16
GCAG,1938-05,-0.0190
GISTEMP,1938-05,-0.07
GCAG,1938-04,0.0431
GISTEMP,1938-04,0.05
GCAG,1938-03,0.0312
GISTEMP,1938-03,0.07
GCAG,1938-02,-0.0523
GISTEMP,1938-02,-0.02
GCAG,1938-01,-0.0371
GISTEMP,1938-01,0.02
GCAG,1937-12,-0.0867
GISTEMP,1937-12,-0.1
GCAG,1937-11,0.0100
GISTEMP,1937-11,0.1
GCAG,1937-10,0.1135
GISTEMP,1937-10,0.1
GCAG,1937-09,0.1298
GISTEMP,1937-09,0.14
GCAG,1937-08,0.0909
GISTEMP,1937-08,0.04
GCAG,1937-07,-0.0019
GISTEMP,1937-07,-0.04
GCAG,1937-06,0.0122
GISTEMP,1937-06,-0.07
GCAG,1937-05,-0.0193
GISTEMP,1937-05,-0.06
GCAG,1937-04,-0.1246
GISTEMP,1937-04,-0.16
GCAG,1937-03,-0.1823
GISTEMP,1937-03,-0.16
GCAG,1937-02,0.0401
GISTEMP,1937-02,0.06
GCAG,1937-01,-0.1694
GISTEMP,1937-01,-0.08
GCAG,1936-12,-0.0165
GISTEMP,1936-12,-0.02
GCAG,1936-11,-0.0239
GISTEMP,1936-11,-0.04
GCAG,1936-10,-0.0199
GISTEMP,1936-10,-0.02
GCAG,1936-09,-0.0373
GISTEMP,1936-09,-0.05
GCAG,1936-08,-0.0516
GISTEMP,1936-08,-0.11
GCAG,1936-07,-0.0085
GISTEMP,1936-07,-0.05
GCAG,1936-06,-0.1057
GISTEMP,1936-06,-0.18
GCAG,1936-05,-0.1143
GISTEMP,1936-05,-0.16
GCAG,1936-04,-0.1780
GISTEMP,1936-04,-0.2
GCAG,1936-03,-0.2103
GISTEMP,1936-03,-0.25
GCAG,1936-02,-0.3138
GISTEMP,1936-02,-0.39
GCAG,1936-01,-0.2530
GISTEMP,1936-01,-0.29
GCAG,1935-12,-0.1725
GISTEMP,1935-12,-0.21
GCAG,1935-11,-0.2675
GISTEMP,1935-11,-0.28
GCAG,1935-10,-0.0104
GISTEMP,1935-10,-0.07
GCAG,1935-09,-0.0900
GISTEMP,1935-09,-0.17
GCAG,1935-08,-0.1003
GISTEMP,1935-08,-0.17
GCAG,1935-07,-0.1148
GISTEMP,1935-07,-0.19
GCAG,1935-06,-0.1719
GISTEMP,1935-06,-0.22
GCAG,1935-05,-0.2006
GISTEMP,1935-05,-0.26
GCAG,1935-04,-0.2544
GISTEMP,1935-04,-0.35
GCAG,1935-03,-0.1488
GISTEMP,1935-03,-0.14
GCAG,1935-02,0.1676
GISTEMP,1935-02,0.11
GCAG,1935-01,-0.2896
GISTEMP,1935-01,-0.38
GCAG,1934-12,-0.0263
GISTEMP,1934-12,-0.08
GCAG,1934-11,0.0058
GISTEMP,1934-11,-0.01
GCAG,1934-10,-0.0691
GISTEMP,1934-10,-0.11
GCAG,1934-09,-0.1246
GISTEMP,1934-09,-0.15
GCAG,1934-08,-0.0570
GISTEMP,1934-08,-0.1
GCAG,1934-07,-0.0942
GISTEMP,1934-07,-0.11
GCAG,1934-06,-0.0086
GISTEMP,1934-06,-0.13
GCAG,1934-05,-0.0457
GISTEMP,1934-05,-0.11
GCAG,1934-04,-0.2313
GISTEMP,1934-04,-0.27
GCAG,1934-03,-0.2569
GISTEMP,1934-03,-0.29
GCAG,1934-02,-0.0190
GISTEMP,1934-02,-0.03
GCAG,1934-01,-0.3110
GISTEMP,1934-01,-0.25
GCAG,1933-12,-0.4067
GISTEMP,1933-12,-0.46
GCAG,1933-11,-0.2559
GISTEMP,1933-11,-0.32
GCAG,1933-10,-0.1838
GISTEMP,1933-10,-0.23
GCAG,1933-09,-0.2188
GISTEMP,1933-09,-0.26
GCAG,1933-08,-0.1850
GISTEMP,1933-08,-0.23
GCAG,1933-07,-0.1794
GISTEMP,1933-07,-0.2
GCAG,1933-06,-0.1968
GISTEMP,1933-06,-0.32
GCAG,1933-05,-0.2047
GISTEMP,1933-05,-0.25
GCAG,1933-04,-0.2013
GISTEMP,1933-04,-0.23
GCAG,1933-03,-0.2453
GISTEMP,1933-03,-0.28
GCAG,1933-02,-0.3107
GISTEMP,1933-02,-0.3
GCAG,1933-01,-0.3070
GISTEMP,1933-01,-0.31
GCAG,1932-12,-0.1853
GISTEMP,1932-12,-0.22
GCAG,1932-11,-0.1948
GISTEMP,1932-11,-0.27
GCAG,1932-10,-0.0899
GISTEMP,1932-10,-0.09
GCAG,1932-09,-0.0685
GISTEMP,1932-09,-0.11
GCAG,1932-08,-0.1728
GISTEMP,1932-08,-0.24
GCAG,1932-07,-0.1191
GISTEMP,1932-07,-0.23
GCAG,1932-06,-0.1525
GISTEMP,1932-06,-0.28
GCAG,1932-05,-0.1623
GISTEMP,1932-05,-0.21
GCAG,1932-04,-0.0321
GISTEMP,1932-04,-0.07
GCAG,1932-03,-0.1787
GISTEMP,1932-03,-0.19
GCAG,1932-02,-0.1739
GISTEMP,1932-02,-0.17
GCAG,1932-01,0.1563
GISTEMP,1932-01,0.13
GCAG,1931-12,-0.1032
GISTEMP,1931-12,-0.09
GCAG,1931-11,-0.1130
GISTEMP,1931-11,-0.11
GCAG,1931-10,0.0149
GISTEMP,1931-10,0.0
GCAG,1931-09,0.0052
GISTEMP,1931-09,-0.06
GCAG,1931-08,0.0081
GISTEMP,1931-08,0.0
GCAG,1931-07,-0.0103
GISTEMP,1931-07,0.01
GCAG,1931-06,-0.0197
GISTEMP,1931-06,-0.05
GCAG,1931-05,-0.1496
GISTEMP,1931-05,-0.22
GCAG,1931-04,-0.1574
GISTEMP,1931-04,-0.2
GCAG,1931-03,-0.0042
GISTEMP,1931-03,-0.06
GCAG,1931-02,-0.2220
GISTEMP,1931-02,-0.2
GCAG,1931-01,-0.0444
GISTEMP,1931-01,-0.1
GCAG,1930-12,0.0083
GISTEMP,1930-12,-0.08
GCAG,1930-11,0.1432
GISTEMP,1930-11,0.14
GCAG,1930-10,0.0048
GISTEMP,1930-10,-0.08
GCAG,1930-09,-0.0984
GISTEMP,1930-09,-0.1
GCAG,1930-08,-0.0789
GISTEMP,1930-08,-0.1
GCAG,1930-07,-0.0599
GISTEMP,1930-07,-0.16
GCAG,1930-06,-0.1103
GISTEMP,1930-06,-0.17
GCAG,1930-05,-0.1952
GISTEMP,1930-05,-0.24
GCAG,1930-04,-0.1938
GISTEMP,1930-04,-0.24
GCAG,1930-03,-0.0596
GISTEMP,1930-03,-0.1
GCAG,1930-02,-0.2034
GISTEMP,1930-02,-0.23
GCAG,1930-01,-0.3215
GISTEMP,1930-01,-0.29
GCAG,1929-12,-0.5072
GISTEMP,1929-12,-0.53
GCAG,1929-11,-0.0950
GISTEMP,1929-11,-0.15
GCAG,1929-10,-0.1148
GISTEMP,1929-10,-0.15
GCAG,1929-09,-0.2084
GISTEMP,1929-09,-0.23
GCAG,1929-08,-0.2061
GISTEMP,1929-08,-0.29
GCAG,1929-07,-0.2696
GISTEMP,1929-07,-0.32
GCAG,1929-06,-0.2719
GISTEMP,1929-06,-0.43
GCAG,1929-05,-0.2843
GISTEMP,1929-05,-0.39
GCAG,1929-04,-0.2940
GISTEMP,1929-04,-0.41
GCAG,1929-03,-0.2595
GISTEMP,1929-03,-0.34
GCAG,1929-02,-0.5382
GISTEMP,1929-02,-0.58
GCAG,1929-01,-0.4752
GISTEMP,1929-01,-0.48
GCAG,1928-12,-0.1615
GISTEMP,1928-12,-0.2
GCAG,1928-11,-0.0647
GISTEMP,1928-11,-0.1
GCAG,1928-10,-0.1164
GISTEMP,1928-10,-0.19
GCAG,1928-09,-0.1810
GISTEMP,1928-09,-0.19
GCAG,1928-08,-0.1926
GISTEMP,1928-08,-0.25
GCAG,1928-07,-0.1719
GISTEMP,1928-07,-0.2
GCAG,1928-06,-0.2704
GISTEMP,1928-06,-0.41
GCAG,1928-05,-0.1767
GISTEMP,1928-05,-0.3
GCAG,1928-04,-0.2392
GISTEMP,1928-04,-0.28
GCAG,1928-03,-0.2575
GISTEMP,1928-03,-0.28
GCAG,1928-02,-0.1366
GISTEMP,1928-02,-0.12
GCAG,1928-01,-0.0697
GISTEMP,1928-01,-0.04
GCAG,1927-12,-0.3002
GISTEMP,1927-12,-0.36
GCAG,1927-11,-0.0329
GISTEMP,1927-11,-0.04
GCAG,1927-10,0.0244
GISTEMP,1927-10,-0.01
GCAG,1927-09,-0.0195
GISTEMP,1927-09,-0.05
GCAG,1927-08,-0.1061
GISTEMP,1927-08,-0.19
GCAG,1927-07,-0.0947
GISTEMP,1927-07,-0.13
GCAG,1927-06,-0.1935
GISTEMP,1927-06,-0.27
GCAG,1927-05,-0.2184
GISTEMP,1927-05,-0.24
GCAG,1927-04,-0.2106
GISTEMP,1927-04,-0.31
GCAG,1927-03,-0.2482
GISTEMP,1927-03,-0.38
GCAG,1927-02,-0.1792
GISTEMP,1927-02,-0.19
GCAG,1927-01,-0.1651
GISTEMP,1927-01,-0.28
GCAG,1926-12,-0.1995
GISTEMP,1926-12,-0.3
GCAG,1926-11,-0.0703
GISTEMP,1926-11,-0.07
GCAG,1926-10,-0.0738
GISTEMP,1926-10,-0.11
GCAG,1926-09,-0.0970
GISTEMP,1926-09,-0.11
GCAG,1926-08,-0.0796
GISTEMP,1926-08,-0.1
GCAG,1926-07,-0.1507
GISTEMP,1926-07,-0.2
GCAG,1926-06,-0.1156
GISTEMP,1926-06,-0.25
GCAG,1926-05,-0.1228
GISTEMP,1926-05,-0.25
GCAG,1926-04,-0.1213
GISTEMP,1926-04,-0.15
GCAG,1926-03,0.0844
GISTEMP,1926-03,0.13
GCAG,1926-02,0.0928
GISTEMP,1926-02,0.08
GCAG,1926-01,0.1777
GISTEMP,1926-01,0.2
GCAG,1925-12,0.1498
GISTEMP,1925-12,0.1
GCAG,1925-11,0.0689
GISTEMP,1925-11,0.04
GCAG,1925-10,-0.1182
GISTEMP,1925-10,-0.17
GCAG,1925-09,-0.0943
GISTEMP,1925-09,-0.13
GCAG,1925-08,-0.1272
GISTEMP,1925-08,-0.17
GCAG,1925-07,-0.1994
GISTEMP,1925-07,-0.29
GCAG,1925-06,-0.2192
GISTEMP,1925-06,-0.33
GCAG,1925-05,-0.2111
GISTEMP,1925-05,-0.3
GCAG,1925-04,-0.1561
GISTEMP,1925-04,-0.24
GCAG,1925-03,-0.1601
GISTEMP,1925-03,-0.22
GCAG,1925-02,-0.2692
GISTEMP,1925-02,-0.33
GCAG,1925-01,-0.3092
GISTEMP,1925-01,-0.32
GCAG,1924-12,-0.3884
GISTEMP,1924-12,-0.41
GCAG,1924-11,-0.2879
GISTEMP,1924-11,-0.23
GCAG,1924-10,-0.2769
GISTEMP,1924-10,-0.35
GCAG,1924-09,-0.2751
GISTEMP,1924-09,-0.3
GCAG,1924-08,-0.2800
GISTEMP,1924-08,-0.34
GCAG,1924-07,-0.2107
GISTEMP,1924-07,-0.26
GCAG,1924-06,-0.2173
GISTEMP,1924-06,-0.27
GCAG,1924-05,-0.1810
GISTEMP,1924-05,-0.18
GCAG,1924-04,-0.2366
GISTEMP,1924-04,-0.34
GCAG,1924-03,-0.1079
GISTEMP,1924-03,-0.12
GCAG,1924-02,-0.1786
GISTEMP,1924-02,-0.26
GCAG,1924-01,-0.2430
GISTEMP,1924-01,-0.23
GCAG,1923-12,0.0126
GISTEMP,1923-12,-0.05
GCAG,1923-11,0.0380
GISTEMP,1923-11,0.03
GCAG,1923-10,-0.1517
GISTEMP,1923-10,-0.12
GCAG,1923-09,-0.2377
GISTEMP,1923-09,-0.27
GCAG,1923-08,-0.2726
GISTEMP,1923-08,-0.29
GCAG,1923-07,-0.2720
GISTEMP,1923-07,-0.28
GCAG,1923-06,-0.1871
GISTEMP,1923-06,-0.23
GCAG,1923-05,-0.2428
GISTEMP,1923-05,-0.32
GCAG,1923-04,-0.3317
GISTEMP,1923-04,-0.38
GCAG,1923-03,-0.2607
GISTEMP,1923-03,-0.31
GCAG,1923-02,-0.3704
GISTEMP,1923-02,-0.37
GCAG,1923-01,-0.2085
GISTEMP,1923-01,-0.27
GCAG,1922-12,-0.1468
GISTEMP,1922-12,-0.17
GCAG,1922-11,-0.1835
GISTEMP,1922-11,-0.16
GCAG,1922-10,-0.2398
GISTEMP,1922-10,-0.32
GCAG,1922-09,-0.2472
GISTEMP,1922-09,-0.28
GCAG,1922-08,-0.2708
GISTEMP,1922-08,-0.31
GCAG,1922-07,-0.2544
GISTEMP,1922-07,-0.25
GCAG,1922-06,-0.2748
GISTEMP,1922-06,-0.32
GCAG,1922-05,-0.2566
GISTEMP,1922-05,-0.34
GCAG,1922-04,-0.1208
GISTEMP,1922-04,-0.21
GCAG,1922-03,-0.0702
GISTEMP,1922-03,-0.13
GCAG,1922-02,-0.2857
GISTEMP,1922-02,-0.42
GCAG,1922-01,-0.3150
GISTEMP,1922-01,-0.33
GCAG,1921-12,-0.0752
GISTEMP,1921-12,-0.18
GCAG,1921-11,-0.1769
GISTEMP,1921-11,-0.17
GCAG,1921-10,-0.0587
GISTEMP,1921-10,-0.06
GCAG,1921-09,-0.1404
GISTEMP,1921-09,-0.16
GCAG,1921-08,-0.1864
GISTEMP,1921-08,-0.23
GCAG,1921-07,-0.1053
GISTEMP,1921-07,-0.15
GCAG,1921-06,-0.1582
GISTEMP,1921-06,-0.3
GCAG,1921-05,-0.1841
GISTEMP,1921-05,-0.35
GCAG,1921-04,-0.1985
GISTEMP,1921-04,-0.36
GCAG,1921-03,-0.2121
GISTEMP,1921-03,-0.28
GCAG,1921-02,-0.1428
GISTEMP,1921-02,-0.21
GCAG,1921-01,-0.0523
GISTEMP,1921-01,-0.04
GCAG,1920-12,-0.3810
GISTEMP,1920-12,-0.46
GCAG,1920-11,-0.2462
GISTEMP,1920-11,-0.33
GCAG,1920-10,-0.2040
GISTEMP,1920-10,-0.28
GCAG,1920-09,-0.1691
GISTEMP,1920-09,-0.19
GCAG,1920-08,-0.2216
GISTEMP,1920-08,-0.29
GCAG,1920-07,-0.2375
GISTEMP,1920-07,-0.31
GCAG,1920-06,-0.2491
GISTEMP,1920-06,-0.32
GCAG,1920-05,-0.1636
GISTEMP,1920-05,-0.25
GCAG,1920-04,-0.2055
GISTEMP,1920-04,-0.26
GCAG,1920-03,-0.0540
GISTEMP,1920-03,-0.06
GCAG,1920-02,-0.2226
GISTEMP,1920-02,-0.23
GCAG,1920-01,-0.1108
GISTEMP,1920-01,-0.15
GCAG,1919-12,-0.2911
GISTEMP,1919-12,-0.35
GCAG,1919-11,-0.3111
GISTEMP,1919-11,-0.3
GCAG,1919-10,-0.2137
GISTEMP,1919-10,-0.15
GCAG,1919-09,-0.1724
GISTEMP,1919-09,-0.17
GCAG,1919-08,-0.2007
GISTEMP,1919-08,-0.19
GCAG,1919-07,-0.2061
GISTEMP,1919-07,-0.21
GCAG,1919-06,-0.2273
GISTEMP,1919-06,-0.27
GCAG,1919-05,-0.1775
GISTEMP,1919-05,-0.19
GCAG,1919-04,-0.0648
GISTEMP,1919-04,-0.19
GCAG,1919-03,-0.2313
GISTEMP,1919-03,-0.26
GCAG,1919-02,-0.0500
GISTEMP,1919-02,-0.22
GCAG,1919-01,-0.2333
GISTEMP,1919-01,-0.19
GCAG,1918-12,-0.3109
GISTEMP,1918-12,-0.28
GCAG,1918-11,-0.1047
GISTEMP,1918-11,-0.15
GCAG,1918-10,-0.0890
GISTEMP,1918-10,-0.03
GCAG,1918-09,-0.1380
GISTEMP,1918-09,-0.14
GCAG,1918-08,-0.1653
GISTEMP,1918-08,-0.26
GCAG,1918-07,-0.1913
GISTEMP,1918-07,-0.19
GCAG,1918-06,-0.1674
GISTEMP,1918-06,-0.27
GCAG,1918-05,-0.2714
GISTEMP,1918-05,-0.37
GCAG,1918-04,-0.2910
GISTEMP,1918-04,-0.39
GCAG,1918-03,-0.1735
GISTEMP,1918-03,-0.2
GCAG,1918-02,-0.2823
GISTEMP,1918-02,-0.32
GCAG,1918-01,-0.2065
GISTEMP,1918-01,-0.43
GCAG,1917-12,-0.5258
GISTEMP,1917-12,-0.71
GCAG,1917-11,-0.1253
GISTEMP,1917-11,-0.29
GCAG,1917-10,-0.2563
GISTEMP,1917-10,-0.36
GCAG,1917-09,-0.0521
GISTEMP,1917-09,-0.18
GCAG,1917-08,-0.1658
GISTEMP,1917-08,-0.26
GCAG,1917-07,-0.1646
GISTEMP,1917-07,-0.22
GCAG,1917-06,-0.3367
GISTEMP,1917-06,-0.39
GCAG,1917-05,-0.4437
GISTEMP,1917-05,-0.48
GCAG,1917-04,-0.3081
GISTEMP,1917-04,-0.4
GCAG,1917-03,-0.4222
GISTEMP,1917-03,-0.49
GCAG,1917-02,-0.4659
GISTEMP,1917-02,-0.55
GCAG,1917-01,-0.4205
GISTEMP,1917-01,-0.47
GCAG,1916-12,-0.5668
GISTEMP,1916-12,-0.79
GCAG,1916-11,-0.3879
GISTEMP,1916-11,-0.43
GCAG,1916-10,-0.2588
GISTEMP,1916-10,-0.27
GCAG,1916-09,-0.2546
GISTEMP,1916-09,-0.28
GCAG,1916-08,-0.2701
GISTEMP,1916-08,-0.26
GCAG,1916-07,-0.2821
GISTEMP,1916-07,-0.33
GCAG,1916-06,-0.3777
GISTEMP,1916-06,-0.43
GCAG,1916-05,-0.2193
GISTEMP,1916-05,-0.26
GCAG,1916-04,-0.1944
GISTEMP,1916-04,-0.25
GCAG,1916-03,-0.2912
GISTEMP,1916-03,-0.3
GCAG,1916-02,-0.1703
GISTEMP,1916-02,-0.22
GCAG,1916-01,-0.1748
GISTEMP,1916-01,-0.21
GCAG,1915-12,-0.0448
GISTEMP,1915-12,-0.26
GCAG,1915-11,-0.0060
GISTEMP,1915-11,-0.13
GCAG,1915-10,-0.1674
GISTEMP,1915-10,-0.22
GCAG,1915-09,-0.1065
GISTEMP,1915-09,-0.11
GCAG,1915-08,-0.0664
GISTEMP,1915-08,-0.14
GCAG,1915-07,-0.0235
GISTEMP,1915-07,-0.02
GCAG,1915-06,-0.0781
GISTEMP,1915-06,-0.14
GCAG,1915-05,-0.0635
GISTEMP,1915-05,-0.01
GCAG,1915-04,0.0253
GISTEMP,1915-04,0.07
GCAG,1915-03,-0.0972
GISTEMP,1915-03,-0.09
GCAG,1915-02,-0.0080
GISTEMP,1915-02,-0.02
GCAG,1915-01,-0.1332
GISTEMP,1915-01,-0.2
GCAG,1914-12,-0.0953
GISTEMP,1914-12,-0.1
GCAG,1914-11,-0.1131
GISTEMP,1914-11,-0.2
GCAG,1914-10,-0.0874
GISTEMP,1914-10,-0.04
GCAG,1914-09,-0.1745
GISTEMP,1914-09,-0.12
GCAG,1914-08,-0.1692
GISTEMP,1914-08,-0.14
GCAG,1914-07,-0.2004
GISTEMP,1914-07,-0.23
GCAG,1914-06,-0.1840
GISTEMP,1914-06,-0.21
GCAG,1914-05,-0.1569
GISTEMP,1914-05,-0.18
GCAG,1914-04,-0.2418
GISTEMP,1914-04,-0.26
GCAG,1914-03,-0.1533
GISTEMP,1914-03,-0.22
GCAG,1914-02,-0.1080
GISTEMP,1914-02,-0.14
GCAG,1914-01,0.1038
GISTEMP,1914-01,0.02
GCAG,1913-12,-0.0303
GISTEMP,1913-12,-0.02
GCAG,1913-11,-0.1271
GISTEMP,1913-11,-0.17
GCAG,1913-10,-0.3042
GISTEMP,1913-10,-0.33
GCAG,1913-09,-0.3459
GISTEMP,1913-09,-0.31
GCAG,1913-08,-0.3187
GISTEMP,1913-08,-0.31
GCAG,1913-07,-0.3447
GISTEMP,1913-07,-0.33
